scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.4,35.4,57.79,76.01,79.02,21.51,40.62,14.54,38.94,54.95,19.56,41.0,15.55,17.44,14.92,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,390
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.01,33.59,56.36,77.43,79.69,21.12,39.83,12.69,38.35,53.31,20.42,36.24,15.74,18.38,12.62,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,391
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.63,34.34,55.78,75.93,78.62,21.19,40.16,14.18,36.73,53.37,20.38,36.53,13.3,15.72,15.41,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,392
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.8,34.6,53.42,76.89,79.47,21.29,39.49,14.26,34.02,56.06,20.97,36.75,16.62,18.17,13.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,393
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.95,36.71,61.7,77.42,75.47,19.9,43.47,16.8,43.91,58.66,25.24,45.65,14.62,16.04,20.45,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,394
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.38,38.63,59.68,76.35,75.92,20.67,43.1,18.72,41.68,55.24,21.41,39.46,16.06,15.83,18.34,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,395
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.8,33.75,54.74,76.84,79.44,21.21,39.63,13.31,36.76,54.62,19.46,37.48,13.68,17.47,13.64,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,396
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.39,34.59,59.71,75.41,77.42,21.48,41.3,14.18,42.06,53.73,22.93,42.26,14.46,16.92,16.56,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,397
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.93,35.12,57.19,76.65,77.86,21.4,40.89,14.71,38.54,54.83,23.73,41.8,15.57,16.22,17.11,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,398
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.68,35.67,57.76,78.57,78.57,20.5,41.45,16.95,39.48,56.89,20.93,40.11,16.36,16.86,16.82,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,399
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.65,38.58,54.48,74.19,76.07,22.46,41.29,20.74,35.52,52.06,23.85,37.58,17.21,16.97,16.19,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,400
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.0,34.46,61.29,77.57,78.01,20.74,41.96,15.67,42.98,55.62,23.69,38.92,13.9,16.62,17.54,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,401
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.21,36.93,54.05,74.95,78.35,21.7,40.17,15.08,35.71,55.57,19.79,39.25,17.52,18.56,13.32,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,402
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.79,37.59,56.31,75.77,77.11,21.44,41.6,16.39,37.59,55.62,22.8,41.55,16.88,17.76,15.76,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,403
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.1,34.75,58.0,77.11,76.38,20.76,41.73,13.73,39.88,57.75,25.14,44.02,13.53,15.74,18.83,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,404
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.01,34.88,58.02,76.34,77.92,21.35,41.0,14.62,39.23,58.07,22.42,46.2,13.13,16.34,18.09,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,405
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.84,36.29,60.38,76.03,76.85,20.36,42.28,16.55,42.3,56.49,20.35,41.17,13.15,14.21,19.79,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,406
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.85,37.18,58.25,76.96,77.04,20.25,42.13,17.55,41.21,58.2,20.51,41.09,14.08,16.24,18.23,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,407
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.05,34.94,58.46,76.95,79.37,21.28,40.75,15.47,39.41,55.61,19.14,39.86,14.93,17.87,14.72,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,408
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.07,34.17,56.75,77.8,78.64,20.46,40.65,12.78,39.28,55.24,21.86,37.6,15.03,17.29,14.83,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,409
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.51,35.07,61.45,77.09,78.41,21.42,41.7,15.53,42.99,54.41,20.74,40.32,15.86,16.73,16.66,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,410
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.0,36.55,57.0,75.36,77.32,21.26,41.27,17.77,38.23,55.75,22.03,40.82,13.82,15.97,17.77,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,411
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.64,34.89,55.24,78.0,77.48,20.46,40.8,14.11,35.34,56.78,25.96,40.28,15.58,17.33,16.0,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,412
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.42,36.56,59.4,76.12,76.28,20.53,42.33,17.07,41.49,57.32,21.72,47.91,13.34,15.88,19.47,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,413
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.72,34.0,59.83,80.03,77.23,18.92,42.35,12.11,41.99,59.34,23.12,42.21,13.94,16.3,17.91,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,414
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.63,35.74,56.74,78.46,77.87,20.1,41.38,17.22,38.57,57.43,20.99,42.03,15.03,15.18,18.78,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,415
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.69,35.99,55.55,75.87,78.65,21.12,40.42,16.01,37.01,56.51,18.32,42.55,14.8,17.71,14.95,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,416
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.83,36.75,54.7,75.13,77.97,22.42,40.42,16.85,36.42,53.53,22.15,38.32,18.01,17.45,14.94,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,417
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.04,35.61,55.37,75.25,78.59,22.07,40.13,15.02,36.68,54.32,21.85,40.21,15.26,17.01,15.33,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,418
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.72,33.56,56.54,78.44,77.23,19.91,41.09,13.4,38.03,54.71,22.73,38.61,13.19,14.46,17.79,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,419
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.62,35.66,55.03,77.11,79.32,20.64,40.44,14.57,36.11,55.71,18.66,36.47,16.82,18.84,12.4,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,420
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.37,35.69,59.8,77.76,76.8,20.65,42.45,16.68,42.62,57.68,23.99,41.09,14.56,15.89,19.26,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,421
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.15,36.27,59.24,75.62,77.2,21.42,41.79,16.39,42.01,54.29,20.46,38.82,15.52,16.67,16.48,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,422
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.67,35.65,53.64,77.5,78.87,20.78,39.97,13.67,34.83,55.32,22.78,40.16,17.66,19.42,12.67,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,423
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.47,34.36,61.17,78.43,77.98,20.12,42.03,11.86,44.0,58.22,23.68,41.91,13.95,16.69,17.66,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,424
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.23,34.58,52.91,77.95,78.59,20.31,39.99,14.48,34.04,56.13,21.23,38.85,15.3,17.98,13.84,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,425
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.85,34.54,54.21,76.58,79.17,21.7,39.58,13.27,34.41,53.67,22.38,36.17,16.43,17.76,13.18,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,426
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.73,36.67,51.12,75.22,78.31,21.96,39.63,18.59,33.33,52.06,19.96,33.28,17.19,16.87,13.95,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,427
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.37,35.65,59.61,77.44,77.26,20.79,41.97,16.59,41.41,55.87,22.83,39.59,15.68,16.69,17.37,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,428
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.11,34.3,57.6,77.87,78.49,20.38,40.92,14.58,39.85,55.52,21.88,41.51,15.39,16.79,16.45,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,429
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.72,35.69,57.64,76.62,76.83,20.86,41.55,15.9,39.23,56.08,24.1,41.87,13.94,15.01,19.11,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,430
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.93,35.78,58.02,75.91,77.32,21.65,41.37,16.23,40.18,53.13,24.02,37.23,15.31,16.97,16.13,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,431
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.0,34.21,51.94,79.29,79.25,19.84,39.59,13.21,33.09,58.4,20.22,40.45,15.79,17.73,14.08,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,432
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.4,37.95,55.95,74.76,76.03,21.63,41.69,17.9,36.23,52.64,23.36,36.95,16.74,16.77,15.76,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,433
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.55,36.58,60.45,72.31,77.14,23.61,41.24,17.44,42.58,47.41,21.36,30.06,16.98,15.63,15.43,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,434
S0,Status quo tight control,constrained capitation/contracting equilibrium,29.33,34.28,53.87,77.64,80.69,20.75,39.18,13.91,34.95,55.72,18.36,40.73,16.29,19.0,12.36,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,435
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.06,34.69,58.34,77.53,77.71,21.02,41.35,15.11,40.32,56.92,23.34,42.08,15.67,16.48,17.69,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,436
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.18,33.96,59.72,76.26,78.12,21.1,40.97,14.44,40.68,54.08,21.41,37.76,13.69,15.78,16.67,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,437
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.46,33.62,56.64,78.01,79.26,20.39,40.31,12.82,37.74,57.93,19.83,40.16,14.21,17.87,14.46,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,438
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.14,37.53,59.04,73.56,76.41,22.96,42.0,17.51,40.24,53.05,24.1,39.27,15.85,15.68,18.02,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,439
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.33,37.21,58.54,77.07,76.96,20.72,42.28,18.52,40.6,56.31,21.36,40.96,16.26,15.65,18.7,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,440
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.34,37.7,61.35,75.53,76.7,21.16,42.95,18.84,43.67,56.61,20.42,41.47,14.93,16.42,18.48,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,441
