scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
P1,Capitation reweighting plus access target,unspecified architecture,42.53,41.2,68.53,78.86,67.49,19.38,49.66,23.02,53.29,62.9,37.8,57.05,11.74,10.53,34.39,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,157,0.1133,0.8431,0.2366,0.5061,0.7396,0.557,0.8969,0.6194,0.6037,0.6111,0.6484,0.6453,0.5593,0.3542,0.3333,0.6303,0.0774,0.7295,0.794,0.5751,0.0,0.4203,0.5419
P3,Full upstream access architecture,unspecified architecture,77.91,72.65,83.92,73.1,36.2,13.16,73.08,70.61,67.76,75.65,66.63,81.46,8.0,3.02,68.72,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,920,0.8367,0.9249,0.8506,0.3109,0.9678,0.9008,0.5789,0.8869,0.3499,0.7543,0.9057,0.6882,0.9048,0.8561,0.6824,0.6753,0.0,0.5524,0.9279,1.0,0.9368,0.7923,1.0
P5,ACC activity constraint shock,unspecified architecture,36.24,36.52,63.23,79.56,73.14,19.12,45.27,18.71,45.12,61.69,29.74,48.63,14.48,14.29,24.95,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,951,0.1279,0.3426,0.2772,0.5414,0.2588,0.551,0.8057,0.5608,0.6687,0.4573,0.6582,0.6799,0.3599,0.2208,0.2904,0.3117,0.7191,0.9502,0.7904,0.6325,0.0426,0.4079,0.1679
P8,Direct claims and PHO intermediation reform only,unspecified architecture,49.05,49.17,64.37,77.26,63.35,18.24,52.5,37.99,46.93,65.27,37.6,57.69,14.7,9.1,38.98,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,572,0.2902,0.4725,0.3774,0.2971,0.3796,0.5419,0.8953,0.6954,0.5877,0.5165,0.5731,0.4952,0.5366,0.3238,0.3101,0.8246,0.0438,0.8601,0.7827,0.7271,0.864,0.4266,0.578
P2,National Primary Care Benefits Schedule,unspecified architecture,65.39,64.14,68.93,71.08,50.19,19.07,61.36,59.09,51.8,63.13,50.85,58.52,17.15,5.76,51.02,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,145,0.7065,0.6993,0.6764,0.2664,0.7127,0.5313,0.8806,0.6745,0.5128,0.548,0.6173,0.6694,0.7039,0.5602,0.5029,0.6963,0.0698,0.5994,0.7326,0.7409,0.842,0.5712,0.4588
P6,Ambulance alternatives only,unspecified architecture,43.79,42.36,67.2,79.53,64.66,18.13,50.67,24.29,47.44,68.06,45.33,61.71,12.38,12.79,34.79,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,499,0.1623,0.2672,0.4227,0.6715,0.4655,0.7799,0.9001,0.576,0.5549,0.4632,0.7029,0.7639,0.4283,0.2991,0.8093,0.7189,0.1798,0.797,0.9417,0.7665,0.0,0.5003,0.6683
P1,Capitation reweighting plus access target,unspecified architecture,41.54,41.1,67.13,79.55,67.98,19.01,49.18,23.77,51.62,61.75,38.92,53.04,13.52,11.33,32.95,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,65,0.0905,0.8374,0.4293,0.5265,0.7094,0.531,0.9382,0.5944,0.6131,0.4904,0.6775,0.6189,0.4914,0.2415,0.4695,0.6792,0.0912,0.6903,0.6889,0.6369,0.0,0.423,0.3994
P8,Direct claims and PHO intermediation reform only,unspecified architecture,49.5,49.72,64.48,77.15,63.36,18.51,52.68,40.24,45.27,67.39,36.03,60.03,16.37,11.21,37.55,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,12,0.3084,0.2643,0.4405,0.237,0.3699,0.3793,0.8779,0.6278,0.6486,0.4913,0.6295,0.7692,0.5564,0.2855,0.3032,0.7191,0.1482,0.8863,0.9504,0.758,1.0,0.5743,0.4574
P3,Full upstream access architecture,unspecified architecture,77.64,72.78,84.39,69.84,36.99,16.21,71.88,72.06,69.24,70.59,66.43,74.43,11.9,2.9,67.39,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,943,0.8697,0.8705,0.7622,0.1693,0.904,0.8267,0.567,0.7912,0.2437,0.9188,0.8759,0.6096,0.8183,0.9459,0.7913,0.8385,0.0,0.4905,0.939,0.8712,0.9066,0.7253,0.7419
P8,Direct claims and PHO intermediation reform only,unspecified architecture,46.67,46.19,64.61,78.5,65.09,18.29,51.32,36.12,46.34,66.04,36.84,56.43,14.9,11.01,36.33,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,549,0.2278,0.3613,0.4898,0.1329,0.3641,0.5792,0.9586,0.657,0.588,0.4998,0.6085,0.6054,0.4174,0.2752,0.3359,0.5683,0.1704,0.9037,0.8706,0.7419,0.7154,0.4769,0.3891
P2,National Primary Care Benefits Schedule,unspecified architecture,63.4,61.47,72.57,71.05,52.17,17.81,61.06,55.96,56.62,67.39,45.75,65.0,14.4,6.72,50.8,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,168,0.671,0.8106,0.5675,0.3178,0.6766,0.4055,0.9245,0.5468,0.283,0.5368,0.7377,0.5346,0.5588,0.6712,0.356,0.7487,0.1984,0.6304,0.9279,0.874,0.7876,0.5053,0.7985
P6,Ambulance alternatives only,unspecified architecture,41.95,41.58,61.07,79.21,66.63,18.63,48.24,22.33,41.12,64.02,42.51,56.63,14.68,13.76,30.02,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,303,0.1948,0.2436,0.3023,0.6965,0.3992,0.7736,0.8323,0.6647,0.6681,0.435,0.4957,0.6745,0.4027,0.2869,0.7007,0.582,0.2019,0.8563,0.7369,0.6377,0.0,0.5238,0.5269
P4,Benefits without adequate controls,unspecified architecture,65.37,64.71,56.91,65.94,51.93,30.94,55.5,61.73,39.5,47.6,53.78,40.23,37.53,13.38,36.7,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,433,0.8017,0.5693,0.8567,0.1546,0.7331,0.7111,0.6028,0.5875,0.5862,0.2966,0.4148,0.9084,0.2961,0.258,0.6738,0.6505,0.0398,0.6584,0.3729,0.3647,0.9061,0.2811,0.3472
P8,Direct claims and PHO intermediation reform only,unspecified architecture,45.32,44.94,61.95,77.94,66.29,20.38,49.49,34.07,42.62,61.04,36.96,51.89,17.73,10.51,33.99,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,398,0.1461,0.2061,0.3766,0.1298,0.502,0.5161,0.7658,0.6799,0.6198,0.4265,0.5731,0.6862,0.4596,0.2771,0.3382,0.8232,0.0461,0.8989,0.6918,0.5684,0.8497,0.4041,0.4203
P3,Full upstream access architecture,unspecified architecture,74.59,69.26,83.25,74.89,38.72,13.5,71.3,66.85,67.46,76.0,65.39,81.59,8.12,3.14,67.43,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,602,0.7029,0.9142,0.8392,0.1117,0.9441,0.7368,0.7266,0.9158,0.3843,0.822,0.8614,0.6337,0.8894,0.708,0.7824,0.717,0.1178,0.613,0.95,0.9633,0.9677,0.8732,0.8654
P7,Scope-enabled provider supply only,unspecified architecture,51.7,51.83,65.72,73.66,61.13,20.26,53.32,40.11,46.76,63.78,39.19,59.17,16.48,12.21,36.58,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,337,0.4418,0.3359,0.7154,0.4075,0.4368,0.3932,0.9448,0.4501,0.6398,0.5957,0.6222,0.6549,0.4886,0.1609,0.4502,0.7058,0.142,0.8673,0.9024,0.7011,0.4421,0.6191,0.5312
P6,Ambulance alternatives only,unspecified architecture,42.38,40.68,65.69,82.44,65.16,16.29,50.43,20.91,46.57,69.34,45.3,61.84,11.43,12.31,34.56,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,624,0.1071,0.3013,0.3218,0.6241,0.4599,0.7946,0.8023,0.7416,0.63,0.5538,0.5836,0.7069,0.429,0.2034,0.7786,0.7003,0.1457,0.8524,0.7975,0.8212,0.0,0.5796,0.5473
P2,National Primary Care Benefits Schedule,unspecified architecture,67.55,64.8,73.36,71.05,47.87,17.38,63.67,60.27,56.86,66.59,53.53,67.29,15.17,5.69,54.78,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,150,0.7334,0.7841,0.5599,0.1694,0.705,0.5389,0.9285,0.6583,0.3941,0.605,0.7117,0.54,0.6499,0.7282,0.6049,0.6784,0.113,0.7342,0.7529,0.8416,0.9134,0.6387,0.8256
P0,Current source-informed baseline,unspecified architecture,39.04,39.9,62.89,77.43,70.85,19.97,46.37,23.34,44.32,59.73,32.28,46.63,14.06,12.13,27.98,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,717,0.1079,0.355,0.4397,0.6881,0.3589,0.5406,0.8448,0.4225,0.5587,0.4652,0.597,0.5298,0.5038,0.3453,0.3671,0.6356,0.122,0.8164,0.7793,0.638,0.1918,0.3232,0.2898
P1,Capitation reweighting plus access target,unspecified architecture,42.99,41.36,68.73,78.38,66.6,19.03,49.96,24.03,53.48,64.84,36.05,60.82,12.55,12.21,33.53,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,614,0.1353,0.7972,0.4786,0.5471,0.6117,0.307,0.8444,0.6259,0.4463,0.5604,0.6557,0.7577,0.4826,0.2641,0.3726,0.7433,0.0116,0.8881,0.8633,0.6083,0.0175,0.5415,0.5466
P0,Current source-informed baseline,unspecified architecture,37.94,37.95,63.72,78.85,70.56,19.03,46.36,20.44,45.95,61.25,32.43,50.18,12.01,11.81,28.71,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,580,0.0563,0.3396,0.3783,0.5725,0.3561,0.3592,0.7682,0.6108,0.496,0.5916,0.5229,0.5842,0.4363,0.2757,0.4083,0.736,0.1864,0.8104,0.7994,0.5422,0.0509,0.4083,0.2269
P0,Current source-informed baseline,unspecified architecture,37.21,38.74,60.35,77.36,73.13,20.6,44.65,20.09,43.38,56.7,29.41,41.51,16.26,15.35,21.82,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,966,0.1319,0.5151,0.3284,0.6033,0.3063,0.4441,0.8692,0.4049,0.651,0.4157,0.5896,0.7795,0.4533,0.1501,0.3319,0.5916,0.0734,0.862,0.6517,0.6067,0.075,0.2306,0.2323
P8,Direct claims and PHO intermediation reform only,unspecified architecture,43.34,43.67,60.54,79.76,68.12,18.28,48.84,32.61,43.13,65.45,34.53,55.27,15.85,11.0,34.09,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,193,0.1036,0.4864,0.363,0.137,0.3728,0.5162,0.859,0.5981,0.5764,0.4218,0.5037,0.6535,0.4684,0.1886,0.3415,0.7401,0.1378,0.787,0.782,0.781,0.8331,0.4469,0.5027
P1,Capitation reweighting plus access target,unspecified architecture,41.66,39.99,68.56,79.04,67.8,18.84,49.29,20.19,53.69,63.34,36.17,55.47,12.48,12.07,31.75,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,716,0.11,0.8558,0.3849,0.7847,0.6249,0.462,0.8412,0.6633,0.4491,0.4492,0.7184,0.715,0.4758,0.2587,0.3343,0.8343,0.1027,0.9511,0.8026,0.6063,0.0625,0.3658,0.4613
P6,Ambulance alternatives only,unspecified architecture,42.63,42.12,66.81,79.3,65.73,18.64,49.93,23.71,47.92,66.06,44.43,59.28,12.55,12.72,33.85,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,349,0.1319,0.3681,0.3958,0.7114,0.4102,0.8035,0.8859,0.5384,0.6814,0.5973,0.6472,0.5998,0.383,0.3153,0.8207,0.7151,0.145,0.7515,0.8937,0.719,0.0496,0.467,0.6345
P7,Scope-enabled provider supply only,unspecified architecture,50.09,49.06,68.74,74.57,61.96,21.09,52.93,38.43,50.5,62.21,38.95,60.17,16.83,10.49,38.29,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,745,0.3122,0.4036,0.797,0.3684,0.6009,0.4977,0.907,0.5406,0.5127,0.5876,0.6924,0.6178,0.4512,0.2065,0.3086,0.7955,0.0678,0.7935,0.8328,0.5606,0.3993,0.5272,0.6826
P2,National Primary Care Benefits Schedule,unspecified architecture,64.62,62.67,72.01,73.18,50.06,17.39,62.25,57.47,56.32,66.09,51.13,63.15,14.82,5.66,52.85,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,157,0.6344,0.8426,0.6498,0.2996,0.7015,0.5226,0.8813,0.7609,0.5135,0.7006,0.6254,0.531,0.6364,0.6956,0.5101,0.6502,0.1176,0.6442,0.744,0.7924,0.8675,0.5152,0.6672
P1,Capitation reweighting plus access target,unspecified architecture,39.83,39.75,66.1,80.68,69.93,17.92,48.36,21.87,50.74,64.19,33.56,54.54,12.52,11.89,31.31,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,835,0.0741,0.8073,0.3348,0.4634,0.6572,0.3544,0.9793,0.6587,0.5886,0.4549,0.6618,0.5928,0.4435,0.2791,0.269,0.7903,0.1502,0.7912,0.755,0.6836,0.0225,0.3749,0.4469
P5,ACC activity constraint shock,unspecified architecture,33.7,34.87,60.37,79.78,75.51,19.6,43.26,18.19,41.71,59.19,27.89,44.94,14.72,14.17,22.89,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,823,0.0163,0.3484,0.3412,0.583,0.3189,0.4706,0.8408,0.4787,0.6474,0.3737,0.5798,0.6173,0.4796,0.3253,0.2894,0.3474,0.7946,0.8285,0.709,0.5912,0.1052,0.3201,0.2347
P2,National Primary Care Benefits Schedule,unspecified architecture,66.35,63.86,73.99,73.7,48.53,15.94,63.95,59.11,56.62,70.56,51.19,70.86,13.41,5.51,55.46,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,522,0.6619,0.6799,0.7283,0.4003,0.7881,0.58,0.8664,0.7342,0.44,0.5812,0.7511,0.6816,0.536,0.6303,0.3915,0.7287,0.0764,0.5856,0.8511,0.9126,0.9074,0.7342,0.7573
P1,Capitation reweighting plus access target,unspecified architecture,41.84,42.55,66.88,76.7,69.14,20.46,48.53,24.99,51.54,59.38,34.06,49.98,14.54,11.45,31.14,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,673,0.1845,0.8622,0.3145,0.4951,0.6363,0.4796,1.0,0.4939,0.628,0.4207,0.7487,0.4923,0.4649,0.3311,0.2652,0.6687,0.0402,0.7454,0.7674,0.5616,0.0,0.3502,0.3472
P6,Ambulance alternatives only,unspecified architecture,44.81,43.55,63.73,79.74,64.48,17.27,50.62,25.8,44.15,66.18,45.91,56.18,13.78,12.98,33.38,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,92,0.2382,0.3324,0.3274,0.5744,0.535,0.771,0.9506,0.6351,0.6159,0.3972,0.5983,0.7059,0.4068,0.3717,0.7777,0.585,0.1016,0.9012,0.742,0.8307,0.0399,0.5316,0.4268
P1,Capitation reweighting plus access target,unspecified architecture,44.05,43.35,68.3,78.12,65.89,19.32,50.52,25.52,52.24,60.79,38.54,55.96,14.9,10.94,33.97,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,549,0.2184,0.7108,0.3669,0.6544,0.6919,0.3709,0.8253,0.7141,0.5936,0.5074,0.7042,0.7086,0.4804,0.3414,0.4059,0.7578,0.1492,0.7785,0.5766,0.5598,0.0,0.4608,0.5457
P6,Ambulance alternatives only,unspecified architecture,42.7,41.81,59.96,80.29,66.5,17.93,48.59,24.34,40.29,67.56,43.86,58.19,13.68,13.58,31.84,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,579,0.1132,0.384,0.422,0.5752,0.534,0.8189,1.0,0.5421,0.6008,0.3545,0.4631,0.6486,0.4842,0.2372,0.725,0.6085,0.0822,0.8565,0.8937,0.8099,0.188,0.522,0.5631
P6,Ambulance alternatives only,unspecified architecture,42.5,41.6,62.4,79.63,65.6,18.8,48.88,22.9,43.04,65.94,45.14,58.43,13.71,12.53,32.98,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,762,0.1011,0.3741,0.3603,0.5472,0.4796,0.7728,0.782,0.6014,0.6264,0.3967,0.55,0.6944,0.4915,0.2004,0.8232,0.6935,0.0,0.8364,0.909,0.6554,0.1062,0.5009,0.5476
P5,ACC activity constraint shock,unspecified architecture,36.86,37.83,64.56,78.15,73.15,20.1,45.54,20.01,46.62,59.35,28.03,47.8,14.24,14.78,24.05,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,920,0.115,0.3518,0.3746,0.6723,0.2828,0.462,0.9629,0.5387,0.6761,0.544,0.6614,0.6627,0.5164,0.2315,0.2046,0.4699,0.4985,0.8857,0.7913,0.505,0.1023,0.3622,0.2066
P1,Capitation reweighting plus access target,unspecified architecture,46.89,45.15,72.09,78.08,63.84,18.38,52.92,28.11,58.36,63.69,41.25,57.22,13.38,11.71,36.34,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,353,0.2316,0.9183,0.4081,0.675,0.6835,0.5497,0.9675,0.6594,0.4602,0.6238,0.7761,0.7469,0.5014,0.1753,0.4402,0.8428,0.0573,0.6781,0.7124,0.7096,0.1501,0.3384,0.6097
P4,Benefits without adequate controls,unspecified architecture,67.63,69.36,55.05,61.44,51.82,34.23,55.18,68.12,38.04,44.04,48.01,34.85,42.74,15.17,33.49,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,270,1.0,0.6348,0.9686,0.1133,0.6503,0.6377,0.5442,0.4173,0.726,0.3368,0.3964,0.805,0.3894,0.2159,0.3913,0.7256,0.0,0.6467,0.4953,0.293,0.9157,0.2282,0.1692
P0,Current source-informed baseline,unspecified architecture,37.25,37.26,66.43,76.58,72.99,21.42,45.46,19.64,49.68,57.86,31.17,47.33,13.39,13.96,25.64,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,462,0.0,0.4804,0.3149,0.5282,0.4539,0.3746,1.0,0.3038,0.4789,0.6002,0.6903,0.6309,0.4341,0.2305,0.4328,0.7789,0.0575,0.7703,0.8237,0.5466,0.1506,0.334,0.3318
P3,Full upstream access architecture,unspecified architecture,76.15,71.69,84.4,69.1,38.26,16.87,70.84,70.01,67.38,70.65,63.88,76.9,12.69,3.46,65.76,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,173,0.9026,0.7042,0.8195,0.2683,0.7521,0.9238,0.5777,0.6771,0.2153,0.7349,0.9983,0.7682,0.7916,0.7994,0.7448,0.6786,0.0981,0.4658,0.9656,0.88,0.7496,0.8396,0.8362
P2,National Primary Care Benefits Schedule,unspecified architecture,68.0,65.39,75.52,71.1,47.05,18.47,64.31,60.73,59.93,66.01,55.18,67.27,16.26,5.26,56.12,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,979,0.7091,0.9257,0.669,0.2372,0.7587,0.5732,0.8841,0.6817,0.4391,0.605,0.7966,0.6366,0.6427,0.6153,0.6372,0.6839,0.0678,0.6052,0.803,0.7655,0.8765,0.6558,0.7216
P8,Direct claims and PHO intermediation reform only,unspecified architecture,46.34,46.93,58.87,78.49,65.79,18.51,49.96,35.12,41.04,65.46,36.39,55.52,17.53,12.04,33.75,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,223,0.2519,0.3858,0.3612,0.3276,0.377,0.4115,0.8145,0.6713,0.6879,0.4447,0.4662,0.6348,0.3161,0.1875,0.393,0.7019,0.1475,0.9204,0.7764,0.7633,0.9413,0.4323,0.5216
P5,ACC activity constraint shock,unspecified architecture,35.35,35.64,60.0,79.49,73.98,19.39,43.97,16.71,41.35,60.97,28.42,49.75,13.44,14.79,22.96,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,354,0.0515,0.3044,0.4007,0.6238,0.3179,0.5122,0.867,0.5054,0.632,0.5099,0.4729,0.5866,0.4064,0.1549,0.239,0.5409,0.5198,1.0,0.7509,0.5979,0.0315,0.476,0.2772
P2,National Primary Care Benefits Schedule,unspecified architecture,66.74,65.4,70.55,69.96,48.95,20.62,62.01,60.38,54.27,63.2,51.08,63.23,18.68,6.96,51.27,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,507,0.7597,0.8328,0.686,0.2409,0.6514,0.58,0.9264,0.71,0.5321,0.5541,0.6638,0.7156,0.663,0.588,0.4697,0.6622,0.1656,0.6207,0.8038,0.6213,0.7756,0.5247,0.7295
P0,Current source-informed baseline,unspecified architecture,38.34,39.62,62.73,77.75,71.24,19.92,46.1,21.52,45.13,59.27,31.95,48.18,13.79,13.66,26.17,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,905,0.0999,0.4044,0.3375,0.6486,0.3054,0.4495,0.9379,0.5606,0.6181,0.5353,0.5612,0.57,0.4583,0.2659,0.3881,0.7627,0.0783,0.7947,0.7493,0.5111,0.1426,0.3098,0.336
P4,Benefits without adequate controls,unspecified architecture,68.83,67.98,60.27,61.82,49.98,33.25,56.91,64.88,42.94,44.55,51.91,41.19,39.93,13.71,36.81,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,87,0.982,0.5694,0.8068,0.0691,0.6525,0.6123,0.7534,0.5204,0.6088,0.4306,0.4808,0.7687,0.4711,0.3415,0.5686,0.6721,0.0,0.9524,0.3694,0.2519,0.923,0.336,0.3896
P2,National Primary Care Benefits Schedule,unspecified architecture,65.98,63.57,78.04,72.5,48.59,17.3,64.22,58.01,63.09,65.54,52.86,64.04,15.35,6.14,54.09,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,913,0.6807,0.855,0.7148,0.2865,0.6957,0.469,0.9134,0.7443,0.4831,0.7849,0.8398,0.5875,0.6161,0.6295,0.6066,0.7249,0.0859,0.685,0.7021,0.8135,0.7631,0.6025,0.5684
P2,National Primary Care Benefits Schedule,unspecified architecture,65.93,64.38,70.36,70.53,49.58,18.8,61.9,59.36,54.71,63.98,49.92,61.15,16.65,5.71,51.98,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,33,0.7207,0.8529,0.6574,0.1651,0.5722,0.5294,0.832,0.6592,0.4293,0.5692,0.6477,0.6494,0.7392,0.5523,0.5007,0.7781,0.0776,0.7077,0.7666,0.7534,0.8696,0.4557,0.7224
